"","liczba_przypadkow","stan_rekordu_na","wojewodztwo"
"2606",87,"2021-04-25","lubuskie"
"2607",247,"2021-04-25","łódzkie"
"2608",326,"2021-04-25","małopolskie"
"2609",506,"2021-04-25","mazowieckie"
"2610",99,"2021-04-25","opolskie"
"2611",119,"2021-04-25","podkarpackie"
"2612",43,"2021-04-25","podlaskie"
"2613",211,"2021-04-25","pomorskie"
"2614",565,"2021-04-25","śląskie"
"2615",126,"2021-04-25","świętokrzyskie"
"2616",58,"2021-04-25","warmińsko-mazurskie"
"2617",236,"2021-04-25","wielkopolskie"
"2618",175,"2021-04-25","zachodniopomorskie"
"2619",5709,"2021-04-26","Cały kraj"
"2620",547,"2021-04-26","dolnośląskie"
"2621",372,"2021-04-26","kujawsko-pomorskie"
"2622",337,"2021-04-26","lubelskie"
"2623",114,"2021-04-26","lubuskie"
"2624",592,"2021-04-26","łódzkie"
"2625",403,"2021-04-26","małopolskie"
"2626",700,"2021-04-26","mazowieckie"
"2627",152,"2021-04-26","opolskie"
"2628",157,"2021-04-26","podkarpackie"
"2629",103,"2021-04-26","podlaskie"
"2630",183,"2021-04-26","pomorskie"
"2631",817,"2021-04-26","śląskie"
"2632",191,"2021-04-26","świętokrzyskie"
"2633",153,"2021-04-26","warmińsko-mazurskie"
"2634",500,"2021-04-26","wielkopolskie"
"2635",315,"2021-04-26","zachodniopomorskie"
"2636",8895,"2021-04-27","Cały kraj"
"2637",859,"2021-04-27","dolnośląskie"
"2638",411,"2021-04-27","kujawsko-pomorskie"
"2639",379,"2021-04-27","lubelskie"
"2640",203,"2021-04-27","lubuskie"
"2641",670,"2021-04-27","łódzkie"
"2642",771,"2021-04-27","małopolskie"
"2643",1087,"2021-04-27","mazowieckie"
"2644",213,"2021-04-27","opolskie"
"2645",209,"2021-04-27","podkarpackie"
"2646",148,"2021-04-27","podlaskie"
"2647",349,"2021-04-27","pomorskie"
"2648",1531,"2021-04-27","śląskie"
"2649",214,"2021-04-27","świętokrzyskie"
"2650",209,"2021-04-27","warmińsko-mazurskie"
"2651",1094,"2021-04-27","wielkopolskie"
"2652",447,"2021-04-27","zachodniopomorskie"
"2653",8427,"2021-04-28","Cały kraj"
"2654",934,"2021-04-28","dolnośląskie"
"2655",425,"2021-04-28","kujawsko-pomorskie"
"2656",411,"2021-04-28","lubelskie"
"2657",171,"2021-04-28","lubuskie"
"2658",561,"2021-04-28","łódzkie"
"2659",620,"2021-04-28","małopolskie"
"2660",1025,"2021-04-28","mazowieckie"
"2661",320,"2021-04-28","opolskie"
"2662",215,"2021-04-28","podkarpackie"
"2663",164,"2021-04-28","podlaskie"
"2664",427,"2021-04-28","pomorskie"
"2665",1328,"2021-04-28","śląskie"
"2666",234,"2021-04-28","świętokrzyskie"
"2667",272,"2021-04-28","warmińsko-mazurskie"
"2668",846,"2021-04-28","wielkopolskie"
"2669",405,"2021-04-28","zachodniopomorskie"
"2670",6796,"2021-04-29","Cały kraj"
"2671",614,"2021-04-29","dolnośląskie"
"2672",302,"2021-04-29","kujawsko-pomorskie"
"2673",342,"2021-04-29","lubelskie"
"2674",125,"2021-04-29","lubuskie"
"2675",523,"2021-04-29","łódzkie"
"2676",551,"2021-04-29","małopolskie"
"2677",803,"2021-04-29","mazowieckie"
"2678",271,"2021-04-29","opolskie"
"2679",217,"2021-04-29","podkarpackie"
"2680",110,"2021-04-29","podlaskie"
"2681",420,"2021-04-29","pomorskie"
"2682",1041,"2021-04-29","śląskie"
"2683",177,"2021-04-29","świętokrzyskie"
"2684",142,"2021-04-29","warmińsko-mazurskie"
"2685",724,"2021-04-29","wielkopolskie"
"2686",367,"2021-04-29","zachodniopomorskie"
"2687",6469,"2021-04-30","Cały kraj"
"2688",755,"2021-04-30","dolnośląskie"
"2689",272,"2021-04-30","kujawsko-pomorskie"
"2690",353,"2021-04-30","lubelskie"
"2691",143,"2021-04-30","lubuskie"
"2692",459,"2021-04-30","łódzkie"
"2693",500,"2021-04-30","małopolskie"
"2694",782,"2021-04-30","mazowieckie"
"2695",169,"2021-04-30","opolskie"
"2696",155,"2021-04-30","podkarpackie"
"2697",97,"2021-04-30","podlaskie"
"2698",312,"2021-04-30","pomorskie"
"2699",982,"2021-04-30","śląskie"
"2700",182,"2021-04-30","świętokrzyskie"
"2701",163,"2021-04-30","warmińsko-mazurskie"
"2702",726,"2021-04-30","wielkopolskie"
"2703",355,"2021-04-30","zachodniopomorskie"
"2704",4612,"2021-05-01","Cały kraj"
"2705",477,"2021-05-01","dolnośląskie"
"2706",248,"2021-05-01","kujawsko-pomorskie"
"2707",154,"2021-05-01","lubelskie"
"2708",108,"2021-05-01","lubuskie"
"2709",235,"2021-05-01","łódzkie"
"2710",478,"2021-05-01","małopolskie"
"2711",596,"2021-05-01","mazowieckie"
"2712",211,"2021-05-01","opolskie"
"2713",106,"2021-05-01","podkarpackie"
"2714",73,"2021-05-01","podlaskie"
"2715",285,"2021-05-01","pomorskie"
"2716",724,"2021-05-01","śląskie"
"2717",126,"2021-05-01","świętokrzyskie"
"2718",75,"2021-05-01","warmińsko-mazurskie"
"2719",471,"2021-05-01","wielkopolskie"
"2720",199,"2021-05-01","zachodniopomorskie"
"2721",2525,"2021-05-02","Cały kraj"
"2722",223,"2021-05-02","dolnośląskie"
"2723",130,"2021-05-02","kujawsko-pomorskie"
"2724",88,"2021-05-02","lubelskie"
"2725",35,"2021-05-02","lubuskie"
"2726",240,"2021-05-02","łódzkie"
"2727",220,"2021-05-02","małopolskie"
"2728",366,"2021-05-02","mazowieckie"
"2729",62,"2021-05-02","opolskie"
"2730",69,"2021-05-02","podkarpackie"
"2731",34,"2021-05-02","podlaskie"
"2732",163,"2021-05-02","pomorskie"
"2733",377,"2021-05-02","śląskie"
"2734",61,"2021-05-02","świętokrzyskie"
"2735",47,"2021-05-02","warmińsko-mazurskie"
"2736",243,"2021-05-02","wielkopolskie"
"2737",130,"2021-05-02","zachodniopomorskie"
"2738",2296,"2021-05-03","Cały kraj"
"2739",182,"2021-05-03","dolnośląskie"
"2740",131,"2021-05-03","kujawsko-pomorskie"
"2741",107,"2021-05-03","lubelskie"
"2742",53,"2021-05-03","lubuskie"
"2743",184,"2021-05-03","łódzkie"
"2744",213,"2021-05-03","małopolskie"
"2745",278,"2021-05-03","mazowieckie"
"2746",76,"2021-05-03","opolskie"
"2747",66,"2021-05-03","podkarpackie"
"2748",32,"2021-05-03","podlaskie"
"2749",145,"2021-05-03","pomorskie"
"2750",351,"2021-05-03","śląskie"
"2751",57,"2021-05-03","świętokrzyskie"
"2752",55,"2021-05-03","warmińsko-mazurskie"
"2753",204,"2021-05-03","wielkopolskie"
"2754",123,"2021-05-03","zachodniopomorskie"
"2755",3896,"2021-05-04","Cały kraj"
"2756",402,"2021-05-04","dolnośląskie"
"2757",216,"2021-05-04","kujawsko-pomorskie"
"2758",298,"2021-05-04","lubelskie"
"2759",71,"2021-05-04","lubuskie"
"2760",371,"2021-05-04","łódzkie"
"2761",285,"2021-05-04","małopolskie"
"2762",462,"2021-05-04","mazowieckie"
"2763",104,"2021-05-04","opolskie"
"2764",111,"2021-05-04","podkarpackie"
"2765",64,"2021-05-04","podlaskie"
"2766",150,"2021-05-04","pomorskie"
"2767",501,"2021-05-04","śląskie"
"2768",104,"2021-05-04","świętokrzyskie"
"2769",104,"2021-05-04","warmińsko-mazurskie"
"2770",367,"2021-05-04","wielkopolskie"
"2771",248,"2021-05-04","zachodniopomorskie"
